['gender','age','birth_place','death_place','cause_of_death','genres']
['male','82','USA','USA','illness','jazz']
['male','50','UK','UK','accident','rock']
['male','52','UK','UK','organ failure','soul']
['male','40','Österreich','Dominicana','accident','hip hop']
['male','40','Österreich','Dominicana','accident','rock']
['male','40','Österreich','Dominicana','accident','pop']
['male','65','USA','USA','cancer','folk']
['male','65','USA','USA','cancer','rock']
['male','63','USA','USA','heart attack','soul']
['male','71','USA','USA','cancer','soul']
['male','71','USA','USA','cancer','jazz']
['female','45','USA','USA','illness','folk']
['female','45','USA','USA','illness','pop']
['male','89','France','France','organ failure','jazz']
['male','67','USA','USA','cancer','jazz']
['male','53','USA','USA','accident','folk']
['male','53','USA','USA','accident','rock']
['male','53','USA','USA','accident','pop']
['male','84','Magyarország','France','natural causes','classical']
['male','83','USA','USA','heart attack','folk']
['male','60','USA','USA','illness','soul']
['male','51','UK','USA','illness','rock']
['male','51','USA','USA','heart attack','rock']
['male','51','USA','USA','heart attack','soul']
['male','51','USA','USA','heart attack','jazz']
['male','51','Scotland','England','heart attack','rock']
['male','45','USA','USA','accident','rock']
['male','69','UK','UK','accident','jazz']
['male','46','Deutschland','Deutschland','accident','rock']
['female','43','DDR','Deutschland','cancer','rock']
['female','79','USA','USA','natural causes','pop']
['female','79','USA','USA','natural causes','soul']
['female','79','USA','USA','natural causes','jazz']
['male','48','USA','USA','illness','jazz']
['male','77','USA','USA','accident','jazz']
['male','68','USA','USA','illness','soul']
['male','68','USA','USA','illness','jazz']
['male','78','USA','USA','organ failure','pop']
['male','78','USA','USA','organ failure','folk']
['male','78','USA','USA','organ failure','jazz']
['male','50','UK','UK','heart attack','rock']
['male','58','USA','España','cancer','rock']
['male','58','USA','España','cancer','jazz']
['male','53','USA','USA','illness','rock']
['male','70','USA','USA','cancer','soul']
['male','70','USA','USA','cancer','jazz']
['male','53','USA','USA','heart attack','rock']
['male','47','Éire','UK','illness','rock']
['male','47','Éire','UK','illness','soul']
['male','47','Éire','UK','illness','folk']
['male','82','USA','USA','natural causes','jazz']
['male','53','USA','USA','illness','rock']
['male','53','USA','USA','illness','jazz']
['male','90','USA','USA','natural causes','jazz']
['male','86','USA','USA','natural causes','jazz']
['male','46','USA','USA','illness','classical']
['male','68','Italia','Italia','cancer','jazz']
['male','77','USA','Islands','natural causes','jazz']
['male','50','UK','USA','illness','rock']
['male','66','Italia','Italia','heart attack','pop']
['male','51','UK','UK','illness','rock']
['male','55','USA','Mexico','cancer','jazz']
['male','43','USA','USA','illness','rock']
['male','43','USA','USA','illness','pop']
['male','52','USA','USA','cancer','folk']
['male','52','USA','USA','cancer','classical']
['male','52','USA','USA','cancer','jazz']
['male','52','USA','USA','cancer','rock']
['male','52','USA','USA','cancer','pop']
['male','52','USA','USA','cancer','electronic']
['male','52','USA','USA','cancer','soul']
['male','61','USA','USA','cancer','soul']
['male','49','USA','USA','cancer','jazz']
['male','46','UK','UK','cancer','rock']
['male','75','USA','USA','cancer','soul']
['male','75','USA','USA','cancer','jazz']
['male','47','USA','USA','cancer','rock']
['male','42','USA','USA','organ failure','soul']
['male','85','UK','USA','accident','electronic']
['male','65','USA','USA','stroke','soul']
['male','65','USA','USA','stroke','jazz']
['male','52','USA','USA','cancer','soul']
['male','62','USA','USA','cancer','soul']
['male','69','USA','USA','stroke','soul']
['male','69','USA','USA','stroke','jazz']
['female','90','Reich','France','organ failure','folk']
['male','40','USA','USA','illness','electronic']
['male','40','USA','USA','illness','rock']
['male','76','USA','USA','cancer','soul']
['male','76','USA','USA','cancer','jazz']
['male','50','USA','USA','illness','jazz']
['male','76','USA','USA','organ failure','soul']
['male','45','England','U.S.','stroke','rock']
['male','80','USA','USA','natural causes','jazz']
['male','45','\u200fزنگبار/Zanzibar\u200e','UK','illness','rock']
['male','41','USA','USA','organ failure','rock']
['male','65','USA','USA','illness','soul']
['male','65','USA','USA','illness','jazz']
['male','72','USA','USA','cancer','folk']
['male','72','USA','USA','cancer','pop']
['female','49','Deutschland','Deutschland','accident','folk']
['male','64','USA','USA','overdose','rock']
['male','64','USA','USA','overdose','soul']
['male','64','USA','USA','overdose','jazz']
['male','50','USA','USA','overdose','electronic']
['male','50','USA','USA','overdose','soul']
['male','50','USA','USA','overdose','pop']
['male','46','USA','USA','heart attack','rock']
['male','46','UK','UK','accident','rock']
['female','63','Deutschland','Frankreich','organ failure','folk']
['male','52','USA','Schweiz','overdose','jazz']
['male','81','USA','USA','heart attack','jazz']
['male','42','Jamaika','Kanada','cancer','rock']
['male','42','Jamaika','Kanada','cancer','soul']
['male','42','Jamaika','Kanada','cancer','pop']
['male','72','USA','USA','heart attack','classical']
['male','48','USA','USA','illness','rock']
['male','35','USA','USA','accident','rock']
['male','35','USA','USA','accident','soul']
['male','41','USA','USA','illness','rock']
['male','51','Suid-Afrika','UK','organ failure','jazz']
['male','33','USA','France','accident','rock']
['male','33','USA','France','accident','pop']
['male','67','USA','USA','organ failure','soul']
['male','67','USA','USA','organ failure','jazz']
['male','80','USA','USA','natural causes','jazz']
['male','43','France','UK','organ failure','rock']
['male','55','USA','USA','suicide','folk']
['male','55','USA','USA','suicide','rock']
['male','55','USA','USA','suicide','pop']
['male','60','USA','USA','cancer','soul']
['male','60','USA','USA','cancer','jazz']
['male','86','Україна/Украина','USA','heart attack','classical']
['male','59','USA','USA','natural causes','jazz']
['male','81','Österreich-Ungarn','Österreich','natural causes','classical']
['male','52','USA','USA','heart attack','pop']
['male','52','USA','USA','heart attack','rock']
['male','52','USA','USA','heart attack','soul']
['male','52','USA','USA','heart attack','folk']
['male','63','USA','France','cancer','jazz']
['male','81','USA','USA','natural causes','jazz']
['male','48','USA','USA','suicide','rock']
['male','48','USA','USA','suicide','soul']
['female','49','Deutschland','España','heart attack','folk']
['female','49','Deutschland','España','heart attack','electronic']
['female','49','Deutschland','España','heart attack','rock']
['female','49','Deutschland','España','heart attack','pop']
['male','77','USA','USA','cancer','jazz']
['male','58','USA','Nederland','overdose','jazz']
['female','43','USA','USA','cancer','soul']
['male','50','USA','USA','accident','soul']
['male','56','USA','USA','illness','soul']
['male','56','USA','USA','illness','pop']
['male','75','Canada','Mexico','illness','jazz']
['male','71','USA','USA','natural causes','jazz']
['male','42','USA','USA','illness','electronic']
['male','47','Deutschland','Deutschland','cancer','electronic']
['male','47','Deutschland','Deutschland','cancer','rock']
['male','39','Argentina','USA','cancer','jazz']
['male','35','USA','USA','murder','soul']
['male','35','USA','USA','murder','jazz']
['male','42','Jamaica','Jamaica','murder','rock']
['male','42','Jamaica','Jamaica','murder','soul']
['male','53','UK','USA','heart attack','soul']
['male','53','UK','USA','heart attack','jazz']
['male','36','Jamaica','Jamaica','murder','soul']
['male','69','USA','USA','organ failure','soul']
['male','69','USA','USA','organ failure','jazz']
['male','78','USA','USA','natural causes','jazz']
['male','75','USA','USA','natural causes','jazz']
['male','61','USA','USA','illness','soul']
['male','73','USA','USA','natural causes','jazz']
['male','77','USA','USA','natural causes','jazz']
['female','53','USA','USA','cancer','soul']
['female','53','USA','USA','cancer','jazz']
['male','74','USA','USA','natural causes','soul']
['male','42','Canada','USA','suicide','rock']
['male','36','England','UK','illness','rock']
['male','47','UK','UK','heart attack','rock']
['male','75','USA','USA','natural causes','jazz']
['male','75','USA','USA','natural causes','soul']
['male','75','USA','USA','natural causes','jazz']
['male','73','USA','USA','natural causes','jazz']
['male','62','USA','USA','heart attack','soul']
['male','62','USA','USA','heart attack','jazz']
['male','64','USA','USA','cancer','soul']
['male','64','USA','USA','cancer','jazz']
['male','38','UK','UK','overdose','rock']
['male','73','USA','USA','natural causes','jazz']
['male','64','USA','USA','heart attack','soul']
['male','64','USA','USA','heart attack','jazz']
['male','72','USA','USA','natural causes','jazz']
['male','79','USA','USA','natural causes','soul']
['male','79','USA','USA','natural causes','jazz']
['male','83','Rico','USA','natural causes','jazz']
['male','44','USA','USA','murder','soul']
['male','44','USA','USA','murder','pop']
['male','55','France','England','cancer','rock']
['male','55','France','England','cancer','soul']
['male','49','USA','USA','cancer','jazz']
['male','67','USA','USA','cancer','jazz']
['male','70','USA','USA','organ failure','rock']
['male','70','USA','USA','organ failure','soul']
['male','79','USA','USA','natural causes','soul']
['male','79','USA','USA','natural causes','jazz']
['male','43','USA','USA','murder','rock']
['male','57','USA','USA','illness','folk']
['male','68','USA','USA','natural causes','jazz']
['male','86','USA','USA','heart attack','jazz']
['male','25','USA','USA','accident','rock']
['male','46','UK','Belgien','heart attack','rock']
['male','57','USA','USA','cancer','soul']
['male','57','USA','USA','cancer','jazz']
['male','64','USA','USA','natural causes','jazz']
['male','36','Jamaica','USA','cancer','soul']
['male','64','USA','USA','organ failure','jazz']
['male','55','USA','USA','organ failure','rock']
['male','40','UK','USA','murder','pop']
['male','40','UK','USA','murder','electronic']
['male','40','UK','USA','murder','rock']
['male','40','UK','USA','murder','folk']
['male','56','Reich','Espana','stroke','jazz']
['male','56','Reich','Espana','stroke','pop']
['male','27','Jamaica','Jamaica','accident','soul']
['male','32','UK','UK','overdose','rock']
['male','32','UK','UK','overdose','pop']
['male','41','USA','USA','suicide','jazz']
['male','68','USA','USA','cancer','jazz']
['female','31','England','England','overdose','rock']
['female','31','England','England','overdose','folk']
['male','31','USA','USA','suicide','rock']
['male','29','USA','USA','accident','rock']
['female','53','USA','France','illness','classical']
['male','29','UK','UK','accident','electronic']
['male','29','UK','UK','accident','rock']
['male','42','USA','USA','overdose','folk']
['male','42','USA','USA','overdose','rock']
['male','42','USA','USA','overdose','soul']
['male','42','USA','USA','overdose','pop']
['male','25','USA','USA','overdose','rock']
['male','33','UK','UK','accident','rock']
['male','25','UK','York','heart attack','rock']
['male','45','USA','USA','heart attack','rock']
['male','45','USA','USA','heart attack','soul']
['male','39','USA','USA','murder','soul']
['male','77','USA','USA','stroke','jazz']
['male','66','USA','USA','heart attack','soul']
['male','66','USA','USA','heart attack','jazz']
['male','26','မြန်မာနိုင်ငံတေ','UK','suicide','folk']
['male','26','မြန်မာနိုင်ငံတေ','UK','suicide','rock']
['male','26','မြန်မာနိုင်ငံတေ','UK','suicide','classical']
['male','26','မြန်မာနိုင်ငံတေ','UK','suicide','pop']
['female','32','USA','UK','heart attack','pop']
['male','75','USA','USA','illness','jazz']
['male','62','USA','USA','cancer','jazz']
['male','53','USA','UK','organ failure','soul']
['male','53','USA','UK','organ failure','jazz']
['male','36','UK','UK','suicide','rock']
['male','36','UK','UK','suicide','soul']
['male','36','UK','UK','suicide','jazz']
['male','64','USA','USA','illness','jazz']
['male','64','USA','Nederland','natural causes','jazz']
['male','64','USA','Nederland','natural causes','pop']
['male','26','USA','USA','overdose','rock']
['male','29','USA','USA','accident','folk']
['male','29','USA','USA','accident','rock']
['male','86','USA','USA','natural causes','jazz']
['male','36','USA','USA','illness','pop']
['male','36','USA','USA','illness','rock']
['male','36','USA','USA','illness','jazz']
['male','72','USA','France','natural causes','jazz']
['male','23','USA','USA','accident','rock']
['male','74','USA','USA','suicide','jazz']
['male','24','USA','USA','accident','rock']
['female','73','USA','USA','accident','soul']
['female','73','USA','USA','accident','jazz']
['male','50','USA','USA','cancer','jazz']
['male','69','USA','USA','heart attack','pop']
['male','69','USA','USA','heart attack','folk']
['male','69','USA','USA','heart attack','jazz']
['male','27','USA','France','heart attack','folk']
['male','27','USA','France','heart attack','rock']
['female','27','USA','USA','overdose','rock']
['female','27','USA','USA','overdose','soul']
['female','27','USA','USA','overdose','folk']
['male','71','USA','Canada','accident','soul']
['male','71','USA','Canada','accident','jazz']
['male','62','USA','USA','heart attack','jazz']
['male','79','USA','USA','natural causes','jazz']
['male','32','USA','USA','organ failure','soul']
['male','64','USA','USA','illness','soul']
['male','64','USA','USA','illness','jazz']
['male','45','USA','USA','heart attack','pop']
['male','45','USA','USA','heart attack','soul']
['male','45','USA','USA','heart attack','jazz']
['male','26','USA','USA','accident','rock']
['male','26','USA','USA','accident','soul']
['male','51','USA','USA','cancer','jazz']
['male','38','USA','USA','accident','soul']
['male','64','USA','USA','heart attack','jazz']
['male','56','USA','USA','cancer','jazz']
['male','45','USA','USA','heart attack','pop']
['male','45','USA','USA','heart attack','soul']
['male','45','USA','USA','heart attack','jazz']
['male','26','USA','USA','accident','rock']
['male','26','USA','USA','accident','soul']
['male','51','USA','USA','cancer','jazz']
['male','38','USA','USA','accident','soul']
['male','64','USA','USA','heart attack','jazz']
['male','56','USA','USA','cancer','jazz']
['male','52','USA','USA','cancer','jazz']
['male','30','UK','UK','accident','rock']
['male','30','UK','UK','accident','pop']
['male','76','USA','USA','natural causes','jazz']
['male','33','USA','USA','murder','folk']
['male','33','USA','USA','murder','soul']
['male','61','Panamá','USA','cancer','jazz']
['female','30','USA','USA','accident','folk']
['female','30','USA','USA','accident','jazz']
['male','21','UK','Deutschland','stroke','rock']
['male','60','USA','USA','accident','jazz']
['female','43','USA','Leone','stroke','jazz']
['male','37','USA','Danmark','illness','soul']
['male','37','USA','Danmark','illness','jazz']
['male','21','USA','UK','accident','rock']
['female','44','USA','USA','overdose','pop']
['female','44','USA','USA','overdose','soul']
['female','44','USA','USA','overdose','jazz']
['male','67','USA','USA','accident','jazz']
['male','49','USA','USA','organ failure','jazz']
['male','43','USA','USA','accident','folk']
['male','22','USA','USA','accident','rock']
['male','22','USA','USA','accident','pop']
['male','57','USA','USA','illness','jazz']
['male','29','USA','USA','heart attack','folk']
['male','29','USA','USA','heart attack','rock']
['male','29','USA','USA','heart attack','soul']
['male','29','USA','USA','heart attack','jazz']
['male','41','USA','USA','heart attack','soul']
['male','41','USA','USA','heart attack','jazz']
['male','33','USA','USA','murder','jazz']
['male','45','USA','USA','heart attack','jazz']
['male','35','USA','USA','illness','jazz']
['male','40','USA','Channel','accident','jazz']
['male','25','USA','USA','illness','jazz']
['male','33','USA','USA','accident','jazz']
['male','48','USA','USA','heart attack','jazz']
['male','34','USA','USA','illness','jazz']
['male','29','USA','USA','accident','jazz']
['male','35','USA','USA','natural causes','folk']
['male','35','USA','USA','natural causes','soul']
['male','27','USA','UK','overdose','rock']
['male','27','USA','UK','overdose','soul']
['male','27','USA','France','organ failure','rock']
['male','27','USA','France','organ failure','soul']
['male','42','USA','USA','heart attack','rock']
['male','42','USA','USA','heart attack','pop']
['male','21','UK','USA','overdose','rock']
['male','33','USA','USA','overdose','rock']
['male','33','USA','USA','overdose','soul']
['male','26','Israel','USA','overdose','rock']
['male','27','USA','USA','accident','rock']
['male','27','USA','USA','accident','pop']
['male','34','USA','USA','overdose','rock']
['male','50','USA','USA','overdose','rock']
['female','48','USA','USA','accident','soul']
['female','48','USA','USA','accident','pop']
['male','66','USA','USA','accident','rock']
['male','26','USA','USA','accident','hip hop']
['male','26','USA','USA','accident','soul']
['male','21','USA','USA','accident','hip hop']
['male','21','USA','USA','accident','hip hop']
['male','30','USA','USA','illness','hip hop']
['male','24','USA','USA','murder','hip hop']
['male','35','USA','USA','overdose','hip hop']
['male','33','USA','USA','accident','hip hop']
['male','37','USA','USA','illness','hip hop']
['male','22','USA','USA','overdose','hip hop']
['male','21','USA','USA','accident','hip hop']
['male','21','USA','USA','accident','hip hop']
['male','58','USA','USA','accident','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','41','USA','USA','illness','hip hop']
['male','41','USA','USA','illness','soul']
['male','36','USA','USA','overdose','hip hop']
['male','26','USA','USA','accident','hip hop']
['male','26','USA','USA','accident','soul']
['male','27','USA','UK','overdose','rock']
['male','27','USA','UK','overdose','soul']
['male','47','USA','USA','overdose','rock']
['male','28','USA','USA','overdose','rock']
['male','28','USA','USA','overdose','rock']
['male','34','USA','USA','overdose','rock']
['male','27','USA','USA','overdose','rock']
['male','25','USA','USA','accident','rock']
['male','30','UK','USA','overdose','rock']
['male','23','UK','UK','suicide','rock']
['male','34','USA','USA','suicide','rock']
['male','27','Wales','Wales','suicide','rock']
['male','27','Wales','Wales','suicide','pop']
['male','27','Wales','UK','suicide','rock']
['male','26','Burma','UK','overdose','folk']
['male','26','Burma','UK','overdose','rock']
['male','52','USA','USA','suicide','rock']
['male','41','USA','USA','suicide','rock']
['male','71','UK','USA','suicide','rock']
['male','26','Norway','Norway','suicide','rock']
['male','36','UK','UK','accident','rock']
['male','30','USA','USA','accident','rock']
['male','28','USA','USA','overdose','electronic']
['male','28','USA','USA','overdose','folk']
['male','28','USA','USA','overdose','rock']
['male','34','USA','USA','suicide','rock']
['female','48','USA','USA','murder','rock']
['male','64','UK','USA','suicide','rock']
['male','34','USA','USA','illness','rock']
['male','47','USA','USA','murder','rock']
['male','43','UK','Hawaii','suicide','rock']
['female','42','UK','UK','illness','electronic']
['female','42','UK','UK','illness','pop']
['male','55','USA','USA','suicide','rock']
['male','33','Japan','Japan','suicide','rock']
['male','33','Japan','Japan','suicide','pop']
['male','47','USA','USA','heart attack','jazz']
['male','34','UK','UK','suicide','soul']
['male','34','UK','UK','suicide','pop']
['male','27','Trinidad and Tobago','UK','accident','rock']
['male','33','USA','USA','murder','rock']
['female','46','Ireland','UK','accident','rock']
['female','46','Ireland','UK','accident','pop']
['female','48','USA','USA','accident','soul']
['female','48','USA','USA','accident','pop']
['female','27','UK','UK','overdose','soul']
['female','27','UK','UK','overdose','jazz']
['female','27','USA','USA','murder','rock']
['female','32','USA','USA','organ failure','rock']
['female','32','USA','USA','organ failure','pop']
['female','23','USA','USA','murder','folk']
['female','23','USA','USA','murder','pop']
['female','22','USA','Bahamas','accident','soul']
['female','22','USA','Bahamas','accident','pop']
['female','30','USA','Honduras','accident','hip hop']
['female','30','USA','Honduras','accident','soul']
['female','22','USA','USA','murder','pop']
['female','27','USA','USA','illness','soul']
['female','31','USA','USA','cancer','soul']
['female','24','USA','USA','organ failure','soul']
['female','41','UK','Mexico','accident','rock']
['female','41','UK','Mexico','accident','pop']
['female','59','UK','UK','cancer','soul']
['female','59','UK','UK','cancer','pop']
['male','27','USA','France','overdose','rock']
['male','27','USA','France','overdose','soul']
['male','32','UK','UK','overdose','rock']
['male','29','USA','USA','organ failure','folk']
['male','29','USA','USA','organ failure','soul']
['female','27','UK','UK','overdose','soul']
['female','27','UK','UK','overdose','jazz']
['male','39','USA','USA','overdose','folk']
['male','30','UK','USA','overdose','rock']
['male','44','UK','UK','natural causes','rock']
['male','44','UK','UK','natural causes','soul']
['male','51','USA','USA','overdose','jazz']
['female','32','USA','UK','heart attack','folk']
['female','32','USA','UK','heart attack','rock']
['female','32','USA','UK','heart attack','pop']
['male','57','UK','USA','heart attack','rock']
['male','38','USA','USA','accident','rock']
['male','26','UK','UK','overdose','rock']
['male','26','UK','UK','overdose','pop']
['male','27','USA','USA','illness','rock']
['male','25','UK','UK','organ failure','rock']
['female','44','USA','USA','organ failure','soul']
['female','44','USA','USA','organ failure','jazz']
['male','60','UK','Ireland','illness','folk']
['male','60','UK','Ireland','illness','soul']
['male','60','UK','Ireland','illness','jazz']
['male','53','USA','USA','illness','electronic']
['male','53','USA','USA','illness','rock']
['male','36','UK','UK','overdose','rock']
['male','36','UK','UK','overdose','pop']
['male','69','USA','USA','organ failure','jazz']
['male','36','Ireland','UK','illness','rock']
['male','38','USA','USA','overdose','rock']
['male','58','USA','Netherlands','overdose','jazz']
['male','28','USA','USA','illness','jazz']
['male','76','USA','USA','heart attack','rock']
['male','76','USA','USA','heart attack','soul']
['male','76','USA','USA','heart attack','folk']
['male','47','Canada','USA','accident','rock']
['male','24','USA','Sweden','accident','rock']
['male','36','UK','UK','accident','rock']
['male','36','UK','UK','accident','soul']
['male','36','UK','UK','accident','jazz']
['male','35','USA','USA','organ failure','rock']
['male','28','USA','USA','overdose','rock']
['male','63','UK','UK','cancer','rock']
['male','27','Wales','UK','overdose','rock']
['male','27','Wales','UK','overdose','pop']
['male','51','USA','USA','illness','jazz']
['male','31','UK','UK','overdose','electronic']
['male','31','UK','UK','overdose','rock']
['female','56','USA','USA','heart attack','soul']
['male','39','Germany','USA','illness','rock']
['male','39','Germany','USA','illness','classical']
['male','45','Zanzibar','UK','illness','rock']
['male','58','Nigeria','Nigeria','illness','soul']
['male','30','USA','USA','illness','hip hop']
['male','40','USA','USA','illness','electronic']
['male','67','USA','USA','illness','classical']
['male','67','USA','USA','illness','pop']
['male','48','Australia','USA','illness','rock']
['male','48','Australia','USA','illness','pop']
['male','40','UK','USA','murder','rock']
['male','25','USA','USA','murder','hip hop']
['female','23','USA','USA','murder','folk']
['female','23','USA','USA','murder','pop']
['male','44','USA','USA','murder','soul']
['male','20','USA','USA','murder','hip hop']
['male','24','USA','USA','murder','hip hop']
['male','33','USA','USA','murder','hip hop']
['male','38','USA','USA','murder','rock']
['female','22','USA','USA','murder','rock']
['female','22','USA','USA','murder','pop']
['male','33','USA','USA','murder','folk']
['male','33','USA','USA','murder','soul']
['male','63','USA','USA','murder','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','32','USA','USA','murder','hip hop']
['female','28','USA','USA','murder','hip hop']
['male','47','USA','USA','murder','soul']
['male','40','USA','USA','murder','hip hop']
['male','28','USA','USA','heart attack','hip hop']
['male','44','Jamaica','USA','illness','hip hop']
['male','34','USA','USA','murder','hip hop']
['male','35','USA','USA','overdose','hip hop']
['male','41','USA','USA','illness','hip hop']
['male','37','USA','USA','organ failure','hip hop']
['male','33','USA','USA','overdose','hip hop']
['male','22','USA','USA','murder','hip hop']
['male','27','USA','USA','murder','hip hop']
['male','20','USA','USA','suicide','hip hop']
['male','28','USA','USA','murder','hip hop']
['male','20','USA','USA','murder','hip hop']
['male','29','USA','USA','murder','hip hop']
['male','21','USA','USA','overdose','hip hop']
['male','21','USA','USA','overdose','hip hop']
['male','29','USA','USA','murder','hip hop']
['male','32','USA','USA','murder','hip hop']
['male','30','USA','USA','illness','hip hop']
['male','38','USA','USA','heart attack','hip hop']
['male','31','USA','USA','murder','hip hop']
['male','36','USA','USA','murder','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','29','USA','USA','murder','hip hop']
['male','43','USA','USA','murder','hip hop']
['female','28','USA','USA','murder','hip hop']
['male','33','Haiti','Canada','murder','hip hop']
['male','43','USA','USA','heart attack','hip hop']
['male','46','USA','USA','organ failure','hip hop']
['male','29','USA','USA','overdose','hip hop']
['male','27','USA','USA','murder','hip hop']
['male','27','USA','USA','murder','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','31','USA','USA','murder','hip hop']
['male','28','USA','USA','murder','hip hop']
['male','32','USA','USA','murder','hip hop']
['male','33','USA','USA','accident','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','27','USA','USA','murder','hip hop']
['male','24','USA','USA','murder','hip hop']
['male','30','USA','USA','murder','hip hop']
['male','20','USA','USA','murder','hip hop']
['male','20','USA','USA','murder','hip hop']
['male','33','USA','USA','murder','hip hop']
['male','28','USA','USA','murder','hip hop']
['male','67','USA','USA','natural causes','hip hop']
['male','56','USA','USA','natural causes','hip hop']
['male','32','USA','USA','murder','hip hop']
['male','55','USA','USA','natural causes','hip hop']
['male','48','USA','USA','natural causes','hip hop']
['male','34','USA','USA','murder','hip hop']
['male','25','USA','USA','murder','hip hop']
['male','30','USA','USA','murder','hip hop']
['male','32','USA','USA','murder','hip hop']
['male','36','USA','USA','murder','hip hop']
['male','26','USA','USA','murder','hip hop']
['male','31','USA','USA','murder','hip hop']
['male','50','USA','USA','murder','hip hop']
['female','28','USA','USA','murder','hip hop']
['male','33','Haiti','Canada','murder','hip hop']
['male','43','USA','USA','heart attack','hip hop']
['male','46','USA','USA','organ failure','hip hop']
['male','29','USA','USA','overdose','hip hop']
['male','47','USA','USA','murder','hip hop']
['male','21','USA','USA','murder','hip hop']
['male','28','USA','USA','heart attack','hip hop']
['male','35','USA','USA','illness','hip hop']
['male','44','USA','USA','illness','hip hop']
['male','30','USA','USA','murder','hip hop']
['male','34','USA','USA','murder','hip hop']
['male','28','USA','USA','overdose','hip hop']
['male','37','USA','USA','murder','hip hop']
['male','30','USA','USA','illness','hip hop']
['male','47','USA','USA','cancer','hip hop']
['male','31','USA','USA','murder','hip hop']
['male','63','USA','USA','murder','hip hop']
['male','27','USA','USA','organ failure','hip hop']
['male','20','USA','USA','overdose','hip hop']
['male','26','Nigeria','Nigeria','accident','soul']
['male','21','Canada','Canada','murder','hip hop']
['male','28','USA','USA','murder','hip hop']
['male','24','USA','USA','murder','hip hop']
['male','22','USA','USA','murder','hip hop']
['male','24','USA','USA','murder','hip hop']
['male','33','USA','USA','overdose','hip hop']
['male','24','USA','Sweden','accident','rock']
['male','47','USA','USA','illness','soul']
['male','44','USA','USA','overdose','rock']
['male','38','USA','USA','overdose','rock']
['male','24','USA','USA','accident','rock']
['male','70','USA','Japan','heart attack','rock']
['male','70','USA','Japan','heart attack','soul']
['male','21','UK','USA','overdose','rock']
['male','60','UK','UK','heart attack','rock']
['male','60','UK','UK','heart attack','jazz']
['male','62','UK','UK','cancer','rock']
['male','57','UK','USA','heart attack','rock']
['male','56','USA','USA','suicide','rock']
['male','56','USA','USA','suicide','pop']
['male','34','USA','USA','cancer','rock']
['male','34','USA','USA','cancer','soul']
['male','70','USA','Japan','heart attack','rock']
['male','70','USA','Japan','heart attack','soul']
['male','81','USA','USA','cancer','rock']
['male','81','USA','USA','cancer','pop']
['male','56','Canada','Canada','organ failure','rock']
['male','50','USA','USA','overdose','rock']
['male','68','Jamaica','USA','illness','soul']
['male','51','UK','USA','illness','rock']
['male','28','Sweden','Oman','suicide','electronic']
['female','34','UK','Greece','accident','electronic']
['female','34','UK','Greece','accident','pop']
['male','47','Switzerland','Spain','cancer','electronic']
['male','38','USA','USA','organ failure','electronic']
['male','33','UK','UK','cancer','electronic']
['male','48','Austria','USA','organ failure','electronic']
['male','59','USA','USA','illness','electronic']
['male','74','India','India','heart attack','electronic']
['male','52','Cyprus','UK','cancer','electronic']
['male','52','Cyprus','UK','cancer','rock']
['male','84','Japan','Japan','organ failure','electronic']
['male','84','Japan','Japan','organ failure','classical']
['male','56','UK','UK','illness','electronic']
['male','71','Japan','Japan','cancer','electronic']
['male','39','Poland','France','illness','classical']
['male','74','Hungary','Germany','illness','classical']
['male','39','USA','USA','illness','jazz']
['male','64','USA','USA','stroke','jazz']
['male','51','USA','USA','illness','jazz']
['male','82','Canada','Canada','organ failure','jazz']
['male','86','Ukraine','USA','heart attack','classical']
['male','55','USA','USA','cancer','jazz']
['male','69','USA','USA','organ failure','jazz']
['male','36','France','France','illness','jazz']
['male','50','Canada','Canada','stroke','classical']
['female','76','Germany','Germany','stroke','classical']
['female','70','USA','France','cancer','soul']
['female','70','USA','France','cancer','jazz']
['female','71','USA','USA','cancer','jazz']
['female','69','USA','USA','organ failure','jazz']
['male','33','Romania','Switzerland','accident','classical']
['male','33','USA','USA','murder','soul']
['male','32','UK','UK','overdose','rock']
['male','32','UK','UK','overdose','rock']
['male','69','USA','USA','organ failure','jazz']
['male','64','USA','USA','illness','jazz']
['male','76','USA','USA','organ failure','jazz']
['male','51','USA','USA','heart attack','jazz']
['male','71','USA','USA','cancer','jazz']
['male','61','UK','USA','natural causes','rock']
['male','39','USA','USA','accident','rock']
['male','51','Germany','USA','organ failure','rock']
['male','38','USA','USA','heart attack','rock']
['male','77','USA','USA','natural causes','rock']
['male','90','USA','USA','natural causes','rock']
['male','80','UK','UK','accident','rock']
['male','67','Canada','USA','organ failure','rock']
['male','82','USA','USA','natural causes','jazz']
['male','51','USA','USA','cancer','rock']
['male','65','Hungary','USA','cancer','rock']
['male','50','UK','UK','accident','rock']
['male','57','Italy','France','cancer','classical']
['female','42','UK','UK','illness','classical']
['male','86','Lithuania','USA','natural causes','classical']
['male','40','USA','USA','illness','electronic']
['male','63','Italy','Austria','illness','classical']
['male','53','Guadeloupe','France','illness','classical']
['male','82','Poland','UK','natural causes','classical']
['male','40','Spain','Puerto Rico','natural causes','classical']
