['gender','age','birth_place','death_place','cause_of_death','musical_skills']
['male','52','Κύπρος','UK','cancer','saxophone']
['male','52','Κύπρος','UK','cancer','flute']
['male','63','UK','UK','organ failure','vocals']
['male','63','UK','UK','organ failure','piano']
['male','63','UK','UK','organ failure','guitar']
['male','63','UK','UK','organ failure','saxophone']
['male','63','UK','UK','suicide','piano']
['male','61','Antilles','Russia','organ failure','vocals']
['male','85','USA','USA','illness','saxophone']
['male','89','USA','USA','heart attack','piano']
['male','69','Africa','Africa','illness','drums']
['male','62','USA','USA','cancer','vocals']
['male','62','USA','USA','cancer','guitar']
['male','82','USA','USA','cancer','guitar']
['male','62','Österreich','Österreich','organ failure','vocals']
['male','62','Österreich','Österreich','organ failure','bass']
['male','71','UK','UK','cancer','bass']
['male','60','USA','USA','organ failure','vocals']
['male','63','USA','Canada','stroke','guitar']
['female','47','USA','USA','accident','vocals']
['male','58','UK','España','heart attack','vocals']
['male','58','UK','España','heart attack','guitar']
['male','33','ישראל','USA','natural causes','strings']
['male','83','UK','UK','natural causes','saxophone']
['male','83','UK','UK','natural causes','flute']
['male','56','UK','Australia','organ failure','vocals']
['male','56','UK','Australia','organ failure','drums']
['male','52','Κύπρος','UK','cancer','piano']
['male','52','Κύπρος','UK','cancer','bass']
['male','52','Κύπρος','UK','cancer','saxophone']
['male','52','Κύπρος','UK','cancer','flute']
['male','63','UK','UK','organ failure','vocals']
['male','63','UK','UK','organ failure','piano']
['male','63','UK','UK','organ failure','guitar']
['male','63','UK','UK','organ failure','saxophone']
['male','63','UK','UK','suicide','piano']
['male','61','Antilles','Russia','organ failure','vocals']
['male','85','USA','USA','illness','saxophone']
['male','89','USA','USA','heart attack','piano']
['male','84','Australia','USA','organ failure','drums']
['male','70','USA','Nederland','heart attack','vocals']
['female','33','Schweiz','USA','accident','vocals']
['male','43','USA','USA','natural causes','trumpet']
['male','89','USA','USA','natural causes','saxophone']
['male','89','USA','USA','natural causes','flute']
['male','57','Österreich-Ungarn','Deutschland','natural causes','piano']
['male','64','USA','USA','cancer','bass']
['male','64','USA','USA','cancer','guitar']
['male','49','USA','USA','heart attack','vocals']
['male','49','USA','USA','heart attack','bass']
['male','75','Barbados','UK','stroke','trumpet']
['male','47','USA','USA','stroke','guitar']
['male','61','USA','USA','cancer','vocals']
['male','50','USA','USA','accident','vocals']
['male','80','USA','USA','illness','trumpet']
['male','66','UK','Danmark','organ failure','bass']
['male','56','USA','USA','organ failure','guitar']
['male','56','Ohio.USA','USA','illness','vocals']
['female','83','Deutschland','Schweiz','natural causes','vocals']
['male','68','USA','USA','natural causes','piano']
['male','67','USA','USA','cancer','vocals']
['male','84','Kuba','USA','cancer','drums']
['male','64','UK','Svizzera','cancer','vocals']
['male','64','UK','Svizzera','cancer','leadership']
['male','88','USA','USA','illness','guitar']
['male','59','USA','USA','heart attack','vocals']
['male','59','USA','USA','heart attack','guitar']
['female','66','UK','UK','accident','vocals']
['male','70','USA','USA','cancer','vocals']
['male','70','USA','USA','cancer','guitar']
['female','70','Bahamas','Danmark','cancer','vocals']
['male','58','USA','USA','heart attack','bass']
['male','58','USA','USA','heart attack','piano']
['male','58','USA','USA','heart attack','guitar']
['male','57','USA','USA','cancer','vocals']
['male','57','USA','USA','cancer','guitar']
['male','55','USA','USA','cancer','vocals']
['male','75','Tobago','Canada','cancer','guitar']
['male','59','USA','USA','organ failure','vocals']
['male','65','UK','UK','organ failure','guitar']
['male','46','USA','USA','natural causes','vocals']
['male','46','USA','USA','natural causes','drums']
['male','81','USA','USA','heart attack','trumpet']
['male','50','Australia','Australia','illness','vocals']
['male','50','Australia','Australia','illness','piano']
['male','50','Australia','Australia','illness','guitar']
['male','48','USA','USA','organ failure','vocals']
['male','48','USA','USA','organ failure','piano']
['male','48','USA','USA','organ failure','guitar']
['male','61','UK','España','cancer','drums']
['male','61','UK','España','cancer','piano']
['male','61','UK','España','cancer','guitar']
['male','69','USA','USA','heart attack','guitar']
['male','64','UK','UK','cancer','vocals']
['male','64','UK','UK','cancer','piano']
['male','66','USA','USA','accident','saxophone']
['male','58','USA','USA','cancer','saxophone']
['male','82','USA','USA','natural causes','vocals']
['female','72','USA','USA','illness','vocals']
['male','52','USA','USA','heart attack','vocals']
['male','52','USA','USA','heart attack','piano']
['male','74','USA','USA','cancer','leadership']
['female','68','USA','USA','heart attack','vocals']
['female','68','USA','USA','heart attack','leadership']
['male','86','USA','USA','natural causes','saxophone']
['male','86','USA','USA','natural causes','flute']
['male','67','USA','USA','illness','piano']
['male','64','UK','USA','heart attack','vocals']
['male','64','UK','USA','heart attack','guitar']
['male','50','USA','USA','overdose','vocals']
['male','58','USA','USA','cancer','guitar']
['male','85','USA','Deutschland','cancer','saxophone']
['female','80','USA','USA','illness','vocals']
['female','31','Cameroun','France','cancer','vocals']
['male','45','USA','USA','overdose','drums']
['male','45','USA','USA','overdose','saxophone']
['male','45','USA','USA','overdose','bass']
['male','45','USA','USA','overdose','guitar']
['male','45','USA','USA','overdose','piano']
['male','67','Deutschland','Deutschland','cancer','bass']
['male','60','USA','USA','illness','piano']
['male','60','USA','USA','illness','guitar']
['male','56','USA','USA','cancer','guitar']
['male','74','USA','USA','heart attack','drums']
['male','88','USA','USA','natural causes','strings']
['male','69','USA','Canada','illness','guitar']
['male','56','USA','USA','heart attack','guitar']
['male','63','UK','UK','heart attack','vocals']
['male','63','UK','UK','heart attack','drums']
['male','63','UK','UK','heart attack','bass']
['male','84','USA','USA','illness','drums']
['male','68','Canada','USA','natural causes','drums']
['male','60','UK','Éire','illness','vocals']
['male','60','UK','Éire','illness','guitar']
['male','74','USA','USA','natural causes','saxophone']
['male','56','USA','USA','heart attack','piano']
['male','72','USA','USA','natural causes','drums']
['male','64','UK','UK','illness','guitar']
['male','39','USA','USA','cancer','saxophone']
['male','67','UK','England','cancer','vocals']
['male','67','UK','England','cancer','guitar']
['male','60','USA','USA','heart attack','guitar']
['male','70','USA','USA','heart attack','trumpet']
['male','69','USA','USA','illness','guitar']
['male','56','Finnland','Finnland','heart attack','bass']
['male','60','UK','UK','organ failure','leadership']
['male','62','UK','USA','natural causes','drums']
['female','76','Afrika','Italia','heart attack','vocals']
['male','72','USA','USA','natural causes','vocals']
['male','70','USA','USA','accident','vocals']
['male','70','USA','USA','accident','drums']
['male','70','USA','USA','accident','guitar']
['male','83','USA','USA','illness','drums']
['male','68','USA','USA','illness','piano']
['male','65','UK','UK','cancer','piano']
['male','82','USA','USA','natural causes','trumpet']
['male','65','Jamaica','Jamaica','cancer','trumpet']
['male','73','Éire','Éire','cancer','vocals']
['male','73','Éire','Éire','cancer','guitar']
['male','65','USA','USA','stroke','vocals']
['male','65','USA','USA','stroke','saxophone']
['male','65','USA','USA','stroke','piano']
['male','65','USA','USA','stroke','trumpet']
['male','64','USA','USA','natural causes','drums']
['male','80','Deutschland','Suisse','natural causes','leadership']
['male','52','Japan','USA','cancer','guitar']
['male','79','USA','USA','organ failure','vocals']
['male','79','USA','USA','organ failure','guitar']
['male','72','USA','USA','illness','piano']
['male','50','USA','USA','natural causes','saxophone']
['male','50','USA','USA','natural causes','flute']
['male','66','UK','UK','organ failure','drums']
['male','60','USA','USA','heart attack','vocals']
['male','60','USA','USA','heart attack','piano']
['male','58','USA','USA','cancer','piano']
['male','65','UK','UK','organ failure','drums']
['male','60','UK','USA','murder','drums']
['male','61','Deutschland','Nederland','heart attack','drums']
['male','61','Sverige','España','accident','drums']
['male','41','Canada','Canada','cancer','vocals']
['male','41','Canada','Canada','cancer','guitar']
['female','53','UK','UK','illness','vocals']
['male','60','USA','USA','accident','vocals']
['male','60','USA','USA','accident','drums']
['male','68','USA','USA','organ failure','vocals']
['male','68','USA','USA','organ failure','guitar']
['male','60','UK','UK','cancer','drums']
['male','74','USA','Alabama','organ failure','guitar']
['male','84','USA','USA','natural causes','trumpet']
['male','82','Canada','Canada','organ failure','piano']
['male','56','USA','USA','cancer','vocals']
['male','56','USA','USA','cancer','piano']
['male','56','USA','USA','cancer','bass']
['male','56','USA','USA','cancer','guitar']
['male','75','Österreich','Österreich','cancer','piano']
['female','55','USA','USA','heart attack','vocals']
['female','55','USA','USA','heart attack','guitar']
['male','71','Italia','Italia','organ failure','vocals']
['male','62','Canada','Canada','heart attack','piano']
['male','86','Jamaica','Jamaica','natural causes','guitar']
['male','53','USA','USA','accident','drums']
['male','59','Deutschland','Deutschland','cancer','drums']
['male','60','Österreich','Österreich','cancer','vocals']
['male','60','Österreich','Österreich','cancer','guitar']
['male','30','USA','USA','organ failure','vocals']
['male','48','Canada','Canada','illness','piano']
['male','53','Deutschland','Deutschland','cancer','vocals']
['male','53','Deutschland','Deutschland','cancer','guitar']
['male','70','USA','USA','organ failure','saxophone']
['male','58','Deutschland','Deutschland','cancer','vocals']
['male','58','Deutschland','Deutschland','cancer','guitar']
['male','50','UK','UK','cancer','guitar']
['male','87','UK','USA','cancer','drums']
['male','87','USA','USA','cancer','guitar']
['female','53','UK','USA','cancer','vocals']
['male','69','USA','USA','natural causes','vocals']
['male','79','USA','USA','natural causes','piano']
['male','66','Canada','Canada','organ failure','vocals']
['male','57','USA','USA','illness','saxophone']
['male','72','USA','USA','illness','guitar']
['male','73','USA','USA','organ failure','vocals']
['male','76','Brasil','Brasil','cancer','guitar']
['male','66','UK','UK','cancer','drums']
['female','36','USA','USA','natural causes','vocals']
['male','77','USA','USA','illness','drums']
['male','40','USA','USA','overdose','vocals']
['male','58','USA','-','illness','drums']
['male','75','USA','USA','organ failure','saxophone']
['male','78','Canada','USA','illness','trumpet']
['male','55','USA','USA','illness','drums']
['male','62','USA','USA','cancer','piano']
['male','70','USA','USA','cancer','trumpet']
['male','60','UK','UK','cancer','vocals']
['male','60','UK','UK','cancer','guitar']
['male','52','USA','USA','natural causes','guitar']
['male','80','Serbien','Deutschland','natural causes','piano']
['male','54','Jamaica','Jamaica','heart attack','drums']
['male','60','Deutschland','Deutschland','heart attack','vocals']
['male','59','USA','USA','organ failure','vocals']
['male','59','USA','USA','organ failure','drums']
['male','59','USA','USA','organ failure','piano']
['male','59','USA','USA','organ failure','guitar']
['male','76','USA','USA','natural causes','piano']
['male','55','USA','USA','suicide','vocals']
['male','55','USA','USA','suicide','piano']
['male','64','Jamaica','UK','heart attack','vocals']
['male','77','USA','USA','accident','guitar']
['female','52','USA','USA','stroke','vocals']
['male','66','USA','UK','accident','vocals']
['male','66','USA','UK','accident','drums']
['male','66','USA','UK','accident','piano']
['male','66','USA','UK','accident','guitar']
['male','48','USA','USA','heart attack','vocals']
['male','48','USA','USA','heart attack','guitar']
['male','59','Australia','Australia','cancer','vocals']
['male','59','Australia','Australia','cancer','guitar']
['male','59','Netherlands','Netherlands','stroke','piano']
['male','62','UK','UK','accident','drums']
['male','63','USA','Nederlande','organ failure','vocals']
['male','63','USA','Nederlande','organ failure','guitar']
['male','76','USA','Danmark','natural causes','guitar']
['male','77','UK','Schweiz','natural causes','saxophone']
['male','60','USA','USA','natural causes','bass']
['male','46','USA','USA','illness','guitar']
['male','71','USA','USA','illness','guitar']
['male','86','USA','USA','natural causes','bass']
['male','64','USA','USA','cancer','vocals']
['male','75','Italia','Italia','natural causes','vocals']
['male','60','USA','USA','cancer','saxophone']
['male','77','France','France','illness','bass']
['male','54','USA','USA','heart attack','vocals']
['male','56','Nederland','Nederland','illness','saxophone']
['male','41','USA','USA','cancer','bass']
['male','59','Italia','Canada','cancer','guitar']
['male','35','USA','USA','accident','vocals']
['male','52','France','France','natural causes','drums']
['male','78','USA','USA','illness','bass']
['male','79','USA','Nederland','natural causes','saxophone']
['male','46','Jamaica','UK','natural causes','vocals']
['male','75','Deutschland','Deutschland','overdose','vocals']
['male','59','Australia','Australia','suicide','drums']
['male','39','USA','USA','cancer','bass']
['male','53','USA','USA','illness','vocals']
['male','33','USA','USA','organ failure','vocals']
['male','76','USA','USA','illness','drums']
['male','65','USA','USA','stroke','vocals']
['male','79','USA','USA','natural causes','piano']
['male','70','USA','Mexico','organ failure','vocals']
['male','60','UK','UK','cancer','drums']
['male','66','USA','USA','cancer','vocals']
['male','66','USA','USA','cancer','drums']
['male','73','USA','USA','natural causes','trumpet']
['male','70','UK','UK','organ failure','saxophone']
['male','55','Jamaica','Jamaica','stroke','bass']
['male','62','USA','USA','cancer','piano']
['male','44','USA','USA','accident','vocals']
['male','44','USA','USA','accident','trumpet']
['male','44','USA','USA','accident','guitar']
['female','58','Canada','Canada','heart attack','bass']
['male','55','USA','USA','cancer','guitar']
['male','59','USA','USA','cancer','drums']
['male','61','UK','UK','cancer','vocals']
['male','61','UK','UK','cancer','bass']
['male','61','UK','UK','cancer','piano']
['male','61','UK','UK','cancer','guitar']
['male','56','USA','USA','organ failure','drums']
['male','56','USA','USA','organ failure','bass']
['male','56','USA','USA','organ failure','vocals']
['male','56','USA','USA','organ failure','guitar']
['male','56','USA','USA','organ failure','piano']
['female','57','USA','USA','organ failure','vocals']
['male','73','USA','USA','organ failure','vocals']
['male','73','USA','USA','organ failure','piano']
['male','66','USA','USA','heart attack','guitar']
['male','74','България','death:','organ failure','vocals']
['male','61','USA','USA','suicide','guitar']
['male','76','USA','USA','organ failure','drums']
['female','47','France','Corsica','cancer','vocals']
['male','57','UK','Australia','heart attack','vocals']
['male','57','UK','Australia','heart attack','guitar']
['male','57','UK','Portugal','heart attack','vocals']
['female','67','USA','USA','illness','vocals']
['male','64','USA','USA','organ failure','drums']
['male','58','UK','UK','illness','piano']
['male','83','USA','USA','natural causes','drums']
['male','56','UK','España','illness','bass']
['male','55','USA','UK','heart attack','leadership']
['male','55','USA','UK','heart attack','piano']
['male','55','USA','UK','heart attack','flute']
['male','28','USA','USA','cancer','vocals']
['male','28','USA','USA','cancer','drums']
['male','63','USA','USA','overdose','vocals']
['male','79','USA','USA','natural causes','drums']
['male','54','UK','France','heart attack','vocals']
['male','54','UK','France','heart attack','guitar']
['male','88','UK','UK','natural causes','flute']
['male','71','USA','USA','organ failure','vocals']
['male','71','USA','USA','organ failure','guitar']
['male','87','USA','USA','cancer','drums']
['male','56','USA','USA','cancer','vocals']
['male','56','USA','USA','cancer','piano']
['male','56','USA','USA','cancer','guitar']
['male','56','USA','USA','cancer','saxophone']
['male','73','USA','USA','natural causes','trumpet']
['male','48','USA','USA','organ failure','guitar']
['female','77','Cuba','USA','organ failure','vocals']
['male','38','USA','USA','natural causes','leadership']
['male','38','USA','USA','natural causes','trumpet']
['male','38','USA','USA','natural causes','saxophone']
['male','38','USA','USA','natural causes','flute']
['male','58','USA','USA','organ failure','vocals']
['male','75','USA','USA','illness','trumpet']
['female','73','USA','USA','illness','vocals']
['female','73','USA','USA','illness','guitar']
['female','73','USA','USA','illness','saxophone']
['male','57','UK','Éire','illness','bass']
['female','70','USA','France','cancer','vocals']
['female','70','USA','France','cancer','piano']
['female','59','USA','USA','cancer','vocals']
['female','64','USA','USA','cancer','guitar']
['male','47','USA','USA','illness','bass']
['male','58','Deutschland','Deutschland','cancer','vocals']
['male','58','Deutschland','Deutschland','cancer','piano']
['male','53','Vannin','USA','heart attack','vocals']
['male','53','Vannin','USA','heart attack','piano']
['male','53','Vannin','USA','heart attack','guitar']
['male','53','Vannin','USA','heart attack','saxophone']
['male','65','UK','UK','organ failure','drums']
['male','50','Türkiye','UK','heart attack','vocals']
['male','50','Türkiye','UK','heart attack','guitar']
['male','51','USA','USA','accident','saxophone']
['male','76','USA','Belgien','cancer','piano']
['male','59','Deutschland','Deutschland','cancer','vocals']
['male','78','USA','USA','suicide','leadership']
['male','78','USA','USA','suicide','guitar']
['male','66','USA','USA','heart attack','piano']
['male','58','USA','USA','cancer','bass']
['male','82','USA','USA','natural causes','saxophone']
['female','55','USA','USA','cancer','vocals']
['female','55','USA','USA','cancer','drums']
['female','64','USA','USA','cancer','vocals']
['male','43','USA','USA','organ failure','vocals']
['male','43','USA','USA','organ failure','drums']
['male','43','USA','USA','organ failure','leadership']
['male','43','USA','USA','organ failure','piano']
['male','86','Österreich-Ungarn','Österreich','natural causes','leadership']
['male','59','UK','UK','accident','drums']
['male','59','UK','UK','accident','leadership']
['male','85','USA','USA','natural causes','trumpet']
['male','87','USA','USA','illness','strings']
['male','75','USA','USA','natural causes','bass']
['male','45','USA','USA','natural causes','drums']
['male','57','UK','USA','heart attack','bass']
['male','50','USA','USA','overdose','vocals']
['male','50','USA','USA','overdose','bass']
['male','50','USA','USA','overdose','guitar']
['male','52','UK','Portugal','accident','piano']
['male','52','UK','Portugal','accident','guitar']
['male','45','UK','UK','organ failure','vocals']
['male','45','UK','UK','organ failure','piano']
['male','44','USA','France','organ failure','guitar']
['male','64','USA','USA','illness','vocals']
['male','64','USA','USA','illness','piano']
['male','64','USA','USA','illness','bass']
['male','64','USA','USA','illness','guitar']
['male','51','USA','USA','heart attack','leadership']
['male','51','USA','USA','heart attack','guitar']
['male','81','USA','USA','cancer','bass']
['male','56','Reich','Deutschland','natural causes','vocals']
['female','76','Deutschland','Deutschland','illness','vocals']
['male','57','USA','USA','illness','bass']
['male','57','UK','USA','cancer','piano']
['female','81','USA','USA','illness','vocals']
['male','57','Deutschland','Deutschland','stroke','piano']
['male','72','USA','USA','heart attack','guitar']
['female','67','USA','USA','overdose','vocals']
['male','58','UK','USA','cancer','vocals']
['male','58','UK','USA','cancer','guitar']
['male','53','Deutschland','Deutschland','cancer','strings']
['male','53','Deutschland','Deutschland','cancer','guitar']
['male','89','USA','USA','natural causes','saxophone']
['male','49','Deutschland','Deutschland','heart attack','strings']
['male','30','USA','USA','cancer','guitar']
['female','22','USA','Bahamas','accident','vocals']
['male','69','USA','USA','cancer','drums']
['male','49','USA','USA','natural causes','bass']
['male','54','Nederland','Nederland','suicide','vocals']
['male','77','USA','USA','cancer','guitar']
['male','83','USA','USA','natural causes','guitar']
['male','55','UK','UK','cancer','piano']
['male','64','USA','USA','organ failure','drums']
['male','85','USA','USA','natural causes','vocals']
['male','49','USA','USA','illness','vocals']
['male','65','USA','USA','organ failure','vocals']
['male','65','USA','USA','organ failure','guitar']
['male','74','USA','USA','accident','trumpet']
['male','74','USA','USA','accident','saxophone']
['male','65','Jamaica','Jamaica','murder','piano']
['female','57','Deutschland','Deutschland','cancer','vocals']
['male','49','USA','USA','suicide','trumpet']
['male','72','USA','USA','heart attack','piano']
['male','53','Cuba','UK','cancer','guitar']
['male','90','USA','USA','natural causes','bass']
['female','41','UK','México','accident','vocals']
['female','52','Japan','USA','organ failure','drums']
['male','60','UK','UK','cancer','saxophone']
['male','56','Jamaica','USA','cancer','drums']
['male','53','USA','USA','cancer','bass']
['male','85','USA','USA','natural causes','drums']
['male','66','USA','USA','stroke','saxophone']
['male','63','USA','USA','heart attack','drums']
['male','63','USA','USA','heart attack','piano']
['male','63','USA','USA','heart attack','guitar']
['male','73','France','Schweiz','cancer','vocals']
['male','73','France','Schweiz','cancer','flute']
['male','47','USA','USA','accident','guitar']
['male','55','UK','UK','heart attack','vocals']
['male','79','USA','USA','organ failure','trumpet']
['male','79','USA','USA','organ failure','saxophone']
['male','45','USA','USA','organ failure','piano']
['male','86','USA','USA','organ failure','vocals']
['male','86','USA','USA','organ failure','saxophone']
['male','90','USA','USA','natural causes','trumpet']
['male','57','UK','UK','cancer','vocals']
['male','74','USA','USA','natural causes','trumpet']
['male','56','UK','USA','cancer','vocals']
['male','56','UK','USA','cancer','guitar']
['male','45','USA','USA','cancer','vocals']
['male','45','USA','USA','cancer','trumpet']
['male','59','Jamaica','USA','cancer','drums']
['male','55','Canada','USA','organ failure','bass']
['male','70','USA','Nederland','cancer','guitar']
['male','72','USA','USA','natural causes','piano']
['male','58','USA','USA','cancer','trumpet']
['male','57','Deutschland','Deutschland','natural causes','vocals']
['male','63','USA','USA','heart attack','saxophone']
['male','76','USA','USA','cancer','drums']
['male','58','UK','UK','illness','piano']
['male','83','USA','USA','natural causes','trumpet']
['male','41','UK','UK','suicide','drums']
['male','66','USA','USA','illness','vocals']
['male','42','Jamaica','Jamaica','accident','vocals']
['male','42','Jamaica','Jamaica','accident','guitar']
['male','86','USA','USA','natural causes','guitar']
['male','50','Jamaica','Jamaica','murder','vocals']
['male','79','USA','USA','natural causes','saxophone']
['male','51','UK','USA','heart attack','vocals']
['male','51','UK','USA','heart attack','drums']
['male','41','UK','UK','suicide','guitar']
['male','87','USA','USA','murder','drums']
['male','87','USA','USA','murder','saxophone']
['male','87','USA','USA','murder','flute']
['male','87','USA','USA','murder','bass']
['male','87','USA','USA','murder','guitar']
['male','87','USA','USA','murder','piano']
['male','52','Canada','USA','cancer','drums']
['male','52','Canada','USA','cancer','guitar']
['male','56','UK','UK','cancer','vocals']
['male','56','UK','UK','cancer','guitar']
['male','82','USA','Deutschland','natural causes','leadership']
['male','82','USA','Deutschland','natural causes','strings']
['female','59','UK','UK','cancer','vocals']
['male','68','USA','Danmark','natural causes','trumpet']
['male','36','Australia','Australia','overdose','vocals']
['male','36','Australia','Australia','overdose','piano']
['male','36','Australia','Australia','overdose','guitar']
['male','76','USA','USA','organ failure','piano']
['male','44','USA','USA','overdose','bass']
['male','50','USA','USA','illness','guitar']
['male','64','USA','USA','heart attack','trumpet']
['male','82','USA','USA','illness','vocals']
['male','71','Cuba','USA','illness','saxophone']
['male','49','Republik','Deutschland','cancer','guitar']
['female','56','USA','USA','cancer','vocals']
['female','56','USA','USA','cancer','piano']
['male','41','Cuba','USA','murder','drums']
['male','50','UK','UK','accident','drums']
['male','52','UK','UK','organ failure','vocals']
['male','51','USA','USA','cancer','guitar']
['male','40','Österreich','Dominicana','accident','vocals']
['male','40','Österreich','Dominicana','accident','bass']
['male','65','USA','USA','cancer','guitar']
['male','63','USA','USA','heart attack','vocals']
['male','63','USA','USA','heart attack','guitar']
['female','47','USA','USA','cancer','vocals']
['male','62','USA','USA','accident','vocals']
['male','64','USA','USA','cancer','piano']
['male','71','USA','USA','cancer','trumpet']
['female','45','USA','USA','illness','vocals']
['female','45','USA','USA','illness','guitar']
['male','89','France','France','organ failure','strings']
['male','67','USA','USA','cancer','guitar']
['male','53','USA','USA','accident','vocals']
['male','53','USA','USA','accident','guitar']
['male','84','Magyarország','France','natural causes','leadership']
['male','83','USA','USA','heart attack','vocals']
['male','79','Deutschland','Deutschland','natural causes','vocals']
['male','60','USA','USA','illness','guitar']
['male','59','USA','USA','cancer','vocals']
['male','51','UK','USA','illness','vocals']
['male','51','UK','USA','illness','bass']
['male','72','Italia','Italia','natural causes','piano']
['male','53','USA','USA','illness','piano']
['male','51','USA','USA','heart attack','drums']
['male','51','Scotland','England','heart attack','vocals']
['male','45','USA','USA','accident','vocals']
['male','45','USA','USA','accident','guitar']
['male','69','UK','UK','accident','saxophone']
['female','61','UK','UK','cancer','vocals']
['female','38','USA','USA','organ failure','vocals']
['female','38','USA','USA','organ failure','piano']
['male','39','UK','Ireland','accident','drums']
['male','46','Deutschland','Deutschland','accident','vocals']
['male','77','USA','USA','illness','vocals']
['female','43','DDR','Deutschland','cancer','vocals']
['male','57','UK','UK','stroke','bass']
['male','47','USA','USA','illness','drums']
['male','34','USA','USA','overdose','vocals']
['male','34','USA','USA','overdose','drums']
['male','34','USA','USA','overdose','piano']
['female','79','USA','USA','natural causes','vocals']
['male','48','USA','USA','illness','piano']
['male','77','USA','USA','accident','piano']
['male','61','USA','Japan','heart attack','vocals']
['male','61','USA','Japan','heart attack','guitar']
['male','43','USA','Japan','illness','bass']
['male','50','USA','USA','cancer','drums']
['male','37','USA','USA','illness','vocals']
['male','37','USA','USA','illness','guitar']
['male','83','USA','USA','natural causes','vocals']
['male','68','USA','USA','illness','saxophone']
['male','49','USA','USA','cancer','piano']
['male','78','USA','USA','organ failure','vocals']
['male','28','USA','USA','heart attack','vocals']
['male','64','USA','USA','cancer','saxophone']
['male','50','UK','UK','heart attack','vocals']
['male','50','UK','UK','heart attack','piano']
['male','50','UK','UK','heart attack','guitar']
['female','40','USA','USA','heart attack','vocals']
['female','40','USA','USA','heart attack','drums']
['male','58','USA','España','cancer','trumpet']
['male','53','USA','USA','illness','bass']
['male','53','USA','USA','illness','guitar']
['male','48','Nederland','Nederland','cancer','vocals']
['male','48','Nederland','Nederland','cancer','guitar']
['male','43','USA','USA','murder','bass']
['male','70','USA','USA','cancer','drums']
['male','70','USA','USA','cancer','leadership']
['male','53','USA','USA','heart attack','vocals']
['male','53','USA','USA','heart attack','guitar']
['male','47','Éire','UK','illness','vocals']
['male','47','Éire','UK','illness','guitar']
['male','82','USA','USA','natural causes','saxophone']
['male','82','USA','USA','natural causes','flute']
['male','53','USA','USA','illness','piano']
['male','47','UK','USA','cancer','vocals']
['male','47','UK','USA','cancer','guitar']
['male','47','UK','USA','cancer','saxophone']
['male','49','USA','USA','murder','vocals']
['male','49','USA','USA','murder','guitar']
['male','90','USA','USA','natural causes','piano']
['male','64','USA','USA','natural causes','trumpet']
['male','86','USA','USA','natural causes','vocals']
['male','46','USA','USA','illness','guitar']
['male','52','USA','USA','organ failure','drums']
['male','68','Italia','Italia','cancer','trumpet']
['male','77','USA','Islands','natural causes','saxophone']
['male','77','USA','Islands','natural causes','flute']
['male','50','UK','USA','illness','piano']
['male','66','Italia','Italia','heart attack','vocals']
['male','66','Italia','Italia','heart attack','guitar']
['male','68','UK','Suisse','natural causes','vocals']
['male','85','Deutschland','Deutschland','natural causes','leadership']
['male','51','UK','UK','illness','vocals']
['male','51','UK','UK','illness','guitar']
['male','55','USA','Mexico','cancer','guitar']
['male','27','USA','USA','suicide','guitar']
['male','43','USA','USA','illness','vocals']
['male','47','USA','USA','organ failure','drums']
['male','52','USA','USA','cancer','vocals']
['male','52','USA','USA','cancer','guitar']
['male','47','Canada','USA','accident','vocals']
['male','47','Canada','USA','accident','drums']
['male','61','USA','USA','cancer','guitar']
['male','49','USA','USA','cancer','piano']
['male','66','USA','USA','illness','vocals']
['male','66','USA','USA','illness','guitar']
['male','65','India','Australia','heart attack','vocals']
['male','46','UK','UK','cancer','guitar']
['male','69','Deutschland','Deutschland','illness','vocals']
['male','49','Jamaica','Jamaica','heart attack','piano']
['male','75','USA','USA','cancer','trumpet']
['male','47','USA','USA','cancer','vocals']
['male','47','USA','USA','cancer','drums']
['male','69','USA','USA','natural causes','vocals']
['male','69','USA','USA','natural causes','guitar']
['male','42','USA','USA','organ failure','drums']
['male','85','UK','USA','accident','strings']
['male','47','USA','USA','organ failure','drums']
['male','65','USA','USA','stroke','piano']
['male','65','USA','USA','stroke','vocals']
['male','65','USA','USA','stroke','bass']
['male','52','USA','USA','cancer','vocals']
['male','46','Reich','Deutschland','organ failure','vocals']
['male','46','Reich','Deutschland','organ failure','guitar']
['male','62','USA','USA','cancer','piano']
['male','69','USA','USA','stroke','trumpet']
['male','43','UK','Spain','heart attack','vocals']
['female','90','Reich','France','organ failure','vocals']
['male','40','USA','USA','illness','vocals']
['female','72','USA','USA','illness','vocals']
['male','76','USA','USA','cancer','bass']
['male','50','USA','USA','illness','saxophone']
['male','76','USA','USA','organ failure','vocals']
['male','76','USA','USA','organ failure','bass']
['male','76','USA','USA','organ failure','guitar']
['male','45','England','U.S.','stroke','vocals']
['male','45','England','U.S.','stroke','bass']
['male','80','USA','USA','natural causes','trumpet']
['male','45','\u200fزنگبار/Zanzibar\u200e','UK','illness','vocals']
['male','45','\u200fزنگبار/Zanzibar\u200e','UK','illness','piano']
['male','41','USA','USA','organ failure','drums']
['male','52','USA','UK','illness','vocals']
['male','52','USA','UK','illness','leadership']
['male','52','USA','UK','illness','piano']
['male','65','USA','USA','illness','trumpet']
['male','72','USA','USA','cancer','vocals']
['male','43','UK','UK','heart attack','bass']
['female','50','UK','UK','cancer','vocals']
['female','49','Deutschland','Deutschland','accident','vocals']
['male','64','USA','USA','overdose','saxophone']
